	Unnamed: 0	id	utterances	utterances_ntclean	sender	addressee	Comfun1	dial_type	Comfun2	interjection	subobjvrb	aux_keywords	Dim1	Dim2	Comfun3	dialog_policy	dialog_CA
1655	1655	DID9	uhm	uhm	p2	p1	Turnkeep	chitChatHh	stalling		 		Turn Management	 Time Management	Turnkeep	CoOccur	FPPinsert
1656	1656	DID9	what is your mother tongue	what is your mother tongue	p2	p1	Setquestion	chitChatHh	addressRequest 	what mother tongue	what mother tongue is		Ta	 Task Management	Setquestion	Binding	FPPbase
1657	1657	DID9	uh	uh	p2	p1	Turnkeep	chitChatHh	stalling	uh	 		Turn Management	 Time Management	Turnkeep	CoOccur	FPPinsert
1658	1658	DID9	uh	uh	p2	p1	Turnkeep	chitChatHh	stalling	uh	 		Turn Management	 Time Management	Turnkeep	CoOccur	FPPinsert
1659	1659	DID9	my mother tongue is english	my mother tongue is english	p1	p2	Setanswer	chitChatHh		mother tongue	mother tongue is		Ta		Setanswer	Progressive	SPPbase
1660	1660	DID9	uhm	uhm	p2	p1	Turntake	chitChatHh	stalling		 		Turn Management	 Time Management	Turntake	CoOccur	FPPinsert
1661	1661	DID9	where are you from	where are you from	p2	p1	Setquestion	chitChatHh			you are		Ta		Setquestion	Binding	FPPbase
1662	1662	DID9	i am from the united states	i am from the united states	p1	p2	Setanswer	chitChatHh		i states	i states am		Ta		Setanswer	Progressive	SPPbase
1663	1663	DID9	and you are still alive	and you are still alive	p2	p1	Propositionalquestion	chitChatHh		and	you are		Ta		Propositionalquestion	Binding	FPPbase
1664	1664	DID9	and	and	p2	p1	Turntake	chitChatHh	stalling	and	 		Turn Management	 Time Management	Turntake	CoOccur	FPPinsert
1665	1665	DID9	yes i am still alive	yes i am still alive	p1	p2	Propositionalanswer	chitChatHh		yes i	i am		Ta		Propositionalanswer	Progressive	SPPbase
1666	1666	DID9	and how old are you	and how old are you	p2	p1	Setquestion	chitChatHh		and	you are		Ta		Setquestion	Binding	FPPbase
1667	1667	DID9	and	and	p2	p1	Turntake	chitChatHh	stalling	and	 		Turn Management	 Time Management	Turntake	CoOccur	FPPinsert
1668	1668	DID9	i am thirty three	i am thirty three	p1	p2	Setanswer	chitChatHh		i	i am		Ta		Setanswer	Progressive	SPPbase
1669	1669	DID9	thirty	thirty	p1	p2	Selfcorrection	chitChatHh			 		Other Communication Management		Selfcorrection	Progressive	FPPinsert
1670	1670	DID9	thirty three years old	thirty three years old	p1	p2	Setanswer	chitChatHh		years	years 		Ta		Setanswer	Progressive	SPPbase
1671	1671	DID9	yeah	yeah	p2	p1	Autopositive	chitChatHh		yeah	 		Auto Feedback		Autopositive	CoOccur	SPPinsert
1672	1672	DID9	uhm	uhm	p2	p1	Turnkeep	chitChatHh	stalling		 		Turn Management	 Time Management	Turnkeep	CoOccur	FPPinsert
1673	1673	DID9	and what are you doing	and what are you doing	p2	p1	Setquestion	chitChatHh		and what	what you what are doing	are you doing	Ta		Setquestion	Binding	FPPbase
1674	1674	DID9	and	and	p2	p1	Turntake	chitChatHh	stalling	and	 		Turn Management	 Time Management	Turntake	CoOccur	FPPinsert
1675	1675	DID9	i am a professional tennis player	i am a professional tennis player	p1	p2	Setanswer	chitChatHh		i a tennis player	i tennis player am		Ta		Setanswer	Progressive	SPPbase
1676	1676	DID9	okay	okay	p2	p1	Autopositive	chitChatHh	turnTake	okay	 		Auto Feedback	 Turn Management	Autopositive	CoOccur	SPPinsert
1677	1677	DID9	does your first name start with an s	does your first name start with an s	p2	p1	Propositionalquestion	chitChatHh		name start s	name start s does	does your first	Ta		Propositionalquestion	Binding	FPPbase
1678	1678	DID9	with an	with an	p2	p1	Selfcorrection	chitChatHh			 		Other Communication Management		Selfcorrection	Progressive	FPPinsert
1679	1679	DID9	I am not sure if i can answer that question	I am not sure if i can answer that question	p1	p2	Inform	chitChatHh		I i question	I i question question am can answer	can answer that	Auto Feedback		Inform	Progressive	FPPinsert
1680	1680	DID9	no i can not answer that question	no i can not answer that question	p1	p2	Answer	chitChatHh	inform 	no i question	i question question ca answer	ca nt answer	Ta	 Auto Feedback	Answer	Progressive	SPPbase
1681	1681	DID9	okay	okay	p2	p1	Autopositive	chitChatHh		okay	 		Auto Feedback		Autopositive	CoOccur	SPPinsert
1682	1682	DID9	uhm	uhm	p2	p1	Turnkeep	chitChatHh	stalling		 		Turn Management	 Time Management	Turnkeep	CoOccur	FPPinsert
1683	1683	DID9	mmh	mmh	p2	p1	Turnkeep	chitChatHh	stalling		 		Turn Management	 Time Management	Turnkeep	CoOccur	FPPinsert
1684	1684	DID9	uh	uh	p2	p1	Turnkeep	chitChatHh	stalling	uh	 		Turn Management	 Time Management	Turnkeep	CoOccur	FPPinsert
1685	1685	DID9	are you successful in tennis	are you successful in tennis	p2	p1	Propositionalquestion	chitChatHh		tennis	you tennis are		Ta		Propositionalquestion	Binding	FPPbase
1686	1686	DID9	uh	uh	p2	p1	Turnkeep	chitChatHh	stalling	uh	 		Turn Management	 Time Management	Turnkeep	CoOccur	FPPinsert
1687	1687	DID9	yes I am very successful	yes I am very successful	p1	p2	Propositionalanswer	chitChatHh		yes I	I am		Ta		Propositionalanswer	Progressive	SPPbase
1688	1688	DID9	are you serena williams	are you serena williams	p2	p1	Uncertain	chitChatHh		williams	you williams are serena		Ta		Uncertain	CoOccur	SPPbase
1689	1689	DID9	no	no	p1	p2	Disconfirm	chitChatHh		no	 		Ta		Disconfirm	Progressive	SPPbase
1690	1690	DID9	very close	very close	p1	p2	Inform	chitChatHh	alloPositive 		 		Ta	 Allo Feedback	Inform	Progressive	FPPinsert
1691	1691	DID9	but that is not the correct answer	but that is not the correct answer	p1	p2	Inform	chitChatHh		but answer	that answer is		Ta		Inform	Progressive	FPPinsert
1692	1692	DID9	I am venus williams	I am venus williams	p1	p2	Inform	chitChatHh		I williams	I williams am		Ta		Inform	Progressive	FPPinsert
1693	1693	DID9	ah okay	ah okay	p2	p1	Autopositive	chitChatHh		ah okay	 		Auto Feedback		Autopositive	CoOccur	SPPinsert
1694	1694	DID9	very close though	very close though	p1	p2	Allopositive	chitChatHh			 		Allo Feedback		Allopositive	CoOccur	SPPinsert
1695	1695	DID9	very good try	very good try	p1	p2	Allopositive	chitChatHh		try	try 		Social Obligation Management		Allopositive	CoOccur	SPPinsert
1696	1696	DID9	okay	okay	p2	p1	Autopositive	chitChatHh		okay	 		Auto Feedback		Autopositive	CoOccur	SPPinsert
1697	1697	DID9	thank you	thank you	p2	p1	Thanking	chitChatHh			 you thank		Social Obligation Management		Thanking	Progressive	FPPpost
1698	1698	DID9	alright	alright	p1	p2	Autopositive	chitChatHh	closing	alright	 		Auto Feedback	 Dialogue Structuring	Autopositive	CoOccur	SPPinsert
1699	1699	DID10	hello	hello	p1	p2	Opening	taskDrivenHm	initialgreeting	hello	 		Dialogue Structuring	 Social Obligation Management	Opening	Binding	FPPpre
1700	1700	DID10	hello	hello	p2	p1	Opening	taskDrivenHm	returnGreeting 	hello	 		Dialogue Structuring	 Social Obligation Management	Opening	Binding	FPPpre
1701	1701	DID10	uhm	uhm	p1	p2	Turntake	taskDrivenHm	stalling		 		Turn Management	 Time Management	Turntake	CoOccur	FPPinsert
1702	1702	DID10	good afternoon almost evening	good afternoon almost evening	p1	p2	Initialgreeting	taskDrivenHm		afternoon evening	afternoon evening 		Social Obligation Management		Initialgreeting	Binding	FPPpre
1703	1703	DID10	uhm	uhm	p1	p2	Turnkeep	taskDrivenHm	stalling		 		Turn Management	 Time Management	Turnkeep	CoOccur	FPPinsert
1704	1704	DID10	what is your name	what is your name	p1	p2	Setquestion	taskDrivenHm		what name	what name is		Social Obligation Management		Setquestion	Binding	FPPbase
1705	1705	DID10	my name is nikolina	my name is nikolina	p2	p1	Setanswer	taskDrivenHm	initSelfIntroduction 	name	name is		Ta	 Social Obligation Management	Setanswer	Progressive	SPPbase
1706	1706	DID10	hello nikolina its nice to meet you	hello nikolina its nice to meet you	p1	p2	Initialgreeting	taskDrivenHm		hello nikolina	nikolina nice you meet	to meet you	Social Obligation Management		Initialgreeting	Binding	FPPpre
1707	1707	DID10	nikolina	nikolina	p1	p2	Selfcorrection	taskDrivenHm			 		Other Communication Management		Selfcorrection	Progressive	FPPinsert
1708	1708	DID10	Nice to meet you	Nice to meet you	p2	p1	Returngreeting	taskDrivenHm			 you meet	to meet you	Social Obligation Management		Returngreeting	CoOccur	SPPpre
1709	1709	DID10	uhm	uhm	p1	p2	Turntake	taskDrivenHm	stalling		 		Turn Management	 Time Management	Turntake	CoOccur	FPPinsert
1710	1710	DID10	so	so	p1	p2	Stalling	taskDrivenHm	interactionStructuring	so	 		Time Management	 Dialogue Structuring	Stalling	CoOccur	FPPinsert
1711	1711	DID10	how are you doing today	how are you doing today	p1	p2	Setquestion	taskDrivenHm		today	you today are doing	are you doing	Social Obligation Management		Setquestion	Binding	FPPbase
1712	1712	DID10	good	good	p2	p1	Answer	taskDrivenHm	setAnswer 		 		Task Management	 Social Obligation Management	Answer	Progressive	SPPbase
1713	1713	DID10	thank you	thank you	p2	p1	Thanking	taskDrivenHm			 you thank		Social Obligation Management		Thanking	Progressive	FPPpost
1714	1714	DID10	alright	alright	p1	p2	Autopositive	taskDrivenHm	turnTake	alright	 		Auto Feedback	 Turn Management	Autopositive	CoOccur	SPPinsert
1715	1715	DID10	alright so	alright so	p1	p2	Interactionstructuring	taskDrivenHm		alright	 		Dialogue Structuring		Interactionstructuring	Binding	FPPbase
1716	1716	DID10	today we are going to play a game and here are the rules	today we are going to play a game and here are the rules	p1	p2	Inform	taskDrivenHm		today a game and rules	today we game rules game are going play are	are going to to play a	Task Management		Inform	Progressive	FPPinsert
1717	1717	DID10	I am a very famous person	I am a very famous person	p1	p2	Inform	taskDrivenHm		I a person	I person am		Task Management		Inform	Progressive	FPPinsert
1718	1718	DID10	and you need to guess my name	and you need to guess my name	p1	p2	Inform	taskDrivenHm		and name	you name name need guess	to guess my	Task Management		Inform	Progressive	FPPinsert
1719	1719	DID10	you can ask whatever questions you want of me except for my name directly	you can ask whatever questions you want of me except for my name directly	p1	p2	Instruct	taskDrivenHm		questions name	you questions you name questions can ask want	can ask whatever	Task Management		Instruct	Binding	FPPbase
1720	1720	DID10	uhm	uhm	p1	p2	Turnkeep	taskDrivenHm	stalling		 		Turn Management	 Time Management	Turnkeep	CoOccur	FPPinsert
1721	1721	DID10	you have at most ten questions	you have at most ten questions	p1	p2	Inform	taskDrivenHm		questions	you questions have		Task Management		Inform	Progressive	FPPinsert
1722	1722	DID10	and then you get to guess my name exactly once	and then you get to guess my name exactly once	p1	p2	Instruct	taskDrivenHm		and name	you name name get guess	to guess my	Task Management		Instruct	Binding	FPPbase
1723	1723	DID10	so you can ask whatever questions you want	so you can ask whatever questions you want	p1	p2	Instruct	taskDrivenHm		questions	you questions you questions can ask want	can ask whatever	Task Management		Instruct	Binding	FPPbase
1724	1724	DID10	but then if you want to guess my name you only get one try	but then if you want to guess my name you only get one try	p1	p2	Instruct	taskDrivenHm		but name try	you name you try name want guess get	to guess my	Task Management		Instruct	Binding	FPPbase
1725	1725	DID10	uhm	uhm	p1	p2	Turnkeep	taskDrivenHm	stalling		 		Turn Management	 Time Management	Turnkeep	CoOccur	FPPinsert
1726	1726	DID10	if you get my name correct you win	if you get my name correct you win	p1	p2	Inform	taskDrivenHm		name	you name you get correct win		Task Management		Inform	Progressive	FPPinsert
1727	1727	DID10	if you get my name incorrect or choose to pass then you lose	if you get my name incorrect or choose to pass then you lose	p1	p2	Inform	taskDrivenHm		name or	you name you get choose pass lose	to pass then	Task Management		Inform	Progressive	FPPinsert
1728	1728	DID10	uhm	uhm	p1	p2	Turnkeep	taskDrivenHm	stalling		 		Turn Management	 Time Management	Turnkeep	CoOccur	FPPinsert
1729	1729	DID10	and then well move on to the next round	and then well move on to the next round	p1	p2	Inform	taskDrivenHm		and well round	round move		Task Management		Inform	Progressive	FPPinsert
1730	1730	DID10	do you understand and are comfortable with the rules	do you understand and are comfortable with the rules	p1	p2	Propositionalquestion	taskDrivenHm		and rules	you rules do understand are	do you understand	Task Management		Propositionalquestion	Binding	FPPbase
1731	1731	DID10	uh	uh	p1	p2	Turnkeep	taskDrivenHm	stalling	uh	 		Turn Management	 Time Management	Turnkeep	CoOccur	FPPinsert
1732	1732	DID10	yeah yeah	yeah yeah	p2	p1	Propositionalanswer	taskDrivenHm		yeah yeah	 		Task Management		Propositionalanswer	Progressive	SPPbase
1733	1733	DID10	so the name is kind of a famous person yeah	so the name is kind of a famous person yeah	p2	p1	Checkquestion	taskDrivenHm		name a person yeah	name person is		Auto Feedback		Checkquestion	Binding	FPPbase
1734	1734	DID10	yeah	yeah	p2	p1	Feedbackelicitation	taskDrivenHm		yeah	 		Allo Feedback		Feedbackelicitation	CoOccur	SPPinsert
1735	1735	DID10	okay	okay	p2	p1	Autopositive	taskDrivenHm		okay	 		Auto Feedback		Autopositive	CoOccur	SPPinsert
1736	1736	DID10	yes	yes	p1	p2	Confirm	taskDrivenHm		yes	 		Allo Feedback		Confirm	Progressive	SPPbase
1737	1737	DID10	i am a famous person and	i am a famous person and	p1	p2	Inform	taskDrivenHm		i a person and	i person am		Task Management		Inform	Progressive	FPPinsert
1738	1738	DID10	i m not sure how good am i in this area	i m not sure how good am i in this area	p2	p1	Inform	taskDrivenHm		i m i area	i i area m am		Ta		Inform	Progressive	FPPinsert
1739	1739	DID10	i m not sure	i m not sure	p2	p1	Turngrab	taskDrivenHm		i m	i m		Turn Management		Turngrab	CoOccur	FPPinsert
1740	1740	DID10	i in this area	i in this area	p2	p1	Turngrab	taskDrivenHm		i area	area 		Turn Management		Turngrab	CoOccur	FPPinsert
1741	1741	DID10	and i am also always male	and i am also always male	p1	p2	Inform	taskDrivenHm		and i	i am		Task Management		Inform	Progressive	FPPinsert
1742	1742	DID10	okay okay	okay okay	p2	p1	Autopositive	taskDrivenHm		okay okay	 		Auto Feedback		Autopositive	CoOccur	SPPinsert
1743	1743	DID10	good	good	p2	p1	Autopositive	taskDrivenHm			 		Auto Feedback		Autopositive	CoOccur	SPPinsert
1744	1744	DID10	alright	alright	p1	p2	Turntake	taskDrivenHm	interactionStructuring	alright	 		Turn Management	 Dialogue Structuring	Turntake	CoOccur	FPPinsert
1745	1745	DID10	so uhm	so uhm	p1	p2	Turnkeep	taskDrivenHm	stalling		 		Turn Management	 Time Management	Turnkeep	CoOccur	FPPinsert
1746	1746	DID10	lets begin	lets begin	p1	p2	Suggest	taskDrivenHm		lets	lets begin		Task Management		Suggest	Binding	FPPbase
1747	1747	DID10	and what is your first question	and what is your first question	p1	p2	Request	taskDrivenHm		and what question	what question is		Task Management		Request	Binding	FPPbase
1748	1748	DID10	what is your first question	what is your first question	p1	p2	Setquestion	taskDrivenHm		what question	what question is		Ta		Setquestion	Binding	FPPbase
1749	1749	DID10	what is the first question	what is the first question	p2	p1	Autopositive	taskDrivenHm		what question	what question is		Auto Feedback		Autopositive	CoOccur	SPPinsert
1750	1750	DID10	so	so	p2	p1	Turnkeep	taskDrivenHm	stalling	so	 		Turn Management	 Time Management	Turnkeep	CoOccur	FPPinsert
1751	1751	DID10	what do you do	what do you do	p2	p1	Setquestion	taskDrivenHm		what	what you what do do	do you do	Ta		Setquestion	Binding	FPPbase
1752	1752	DID10	i am a leader	i am a leader	p1	p2	Setanswer	taskDrivenHm		i a leader	i leader am		Ta		Setanswer	Progressive	SPPbase
1753	1753	DID10	a leader	a leader	p2	p1	Autopositive	taskDrivenHm		a leader	leader 		Auto Feedback		Autopositive	CoOccur	SPPinsert
1754	1754	DID10	uhm	uhm	p2	p1	Turnkeep	taskDrivenHm	stalling		 		Turn Management	 Time Management	Turnkeep	CoOccur	FPPinsert
1755	1755	DID10	what is your nationality	what is your nationality	p2	p1	Setquestion	taskDrivenHm		what nationality	what nationality is		Ta		Setquestion	Binding	FPPbase
1756	1756	DID10	i am american	i am american	p1	p2	Setanswer	taskDrivenHm		i	i am		Ta		Setanswer	Progressive	SPPbase
1757	1757	DID10	american	american	p2	p1	Autopositive	taskDrivenHm			 		Auto Feedback		Autopositive	CoOccur	SPPinsert
1758	1758	DID10	are you alive	are you alive	p2	p1	Propositionalquestion	taskDrivenHm			you are		Ta		Propositionalquestion	Binding	FPPbase
1759	1759	DID10	i am not alive	i am not alive	p1	p2	Propositionalanswer	taskDrivenHm		i	i am		Ta		Propositionalanswer	Progressive	SPPbase
1760	1760	DID10	you re not alive	you re not alive	p2	p1	Autopositive	taskDrivenHm	stalling		you re		Auto Feedback	 Time Management	Autopositive	CoOccur	SPPinsert
1761	1761	DID10	okay	okay	p2	p1	Autopositive	taskDrivenHm	turnKeep	okay	 		Auto Feedback	 Turn Management	Autopositive	CoOccur	SPPinsert
1762	1762	DID10	so	so	p2	p1	Turnkeep	taskDrivenHm	stalling	so	 		Turn Management	 Time Management	Turnkeep	CoOccur	FPPinsert
1763	1763	DID10	are you a	are you a	p2	p1	Propositionalquestion	taskDrivenHm		a	you are		Ta		Propositionalquestion	Binding	FPPbase
1764	1764	DID10	are you leading a company	are you leading a company	p2	p1	Propositionalquestion	taskDrivenHm		a company	you company company are leading	are you leading	Ta		Propositionalquestion	Binding	FPPbase
1765	1765	DID10	are you leading	are you leading	p2	p1	Selfcorrection	taskDrivenHm			you are leading	are you leading	Other Communication Management		Selfcorrection	Progressive	FPPinsert
1766	1766	DID10	i am not leading a company	i am not leading a company	p1	p2	Propositionalanswer	taskDrivenHm		i a company	i company company am leading	am not leading	Ta		Propositionalanswer	Progressive	SPPbase
1767	1767	DID10	and i also want to make sure you understand you are not confined to yes or no questions	and i also want to make sure you understand you are not confined to yes or no questions	p1	p2	Instruct	taskDrivenHm		and i yes or questions	i you questions want make understand are confined	to make sure are not confined	Task Management		Instruct	Binding	FPPbase
1768	1768	DID10	you may ask whatever you wish	you may ask whatever you wish	p1	p2	Instruct	taskDrivenHm			you you whatever may ask wish	may ask whatever	Task Management		Instruct	Binding	FPPbase
